name;email
МИР-Мнения Информация Размышления газета;pravosudie@bk.ru  
Народный совет газета;info@bauermedia.ru  pr@bauermedia.ru  adv@bauermedia.ru  tds@bauermedia.ru  kommunikation@bauermedia.com  
ИСУП журнал;red@isup.ru  info@empc.ru  sales@empc.ru  support@empc.ru  
Призыв газета;priziv_l@mail.ru  
Камчатский Край газета;kam_krai@mail.ru  kam_krai_rek@mail.ru  reklama13.2010@mail.ru  
Вестник Надежды газета;sergey_osv1985@mail.ru  
Зауральский курьер газета;novosti@kurgan.ru  
ECLECTIC журнал;pr.striga@mail.ru  
Москва журнал;priem@moskvam.ru  
Казанские ведомости газета;info@kazved.ru  ads@kazved.ru  editor@kazved.ru  
Открытая для всех и каждого газета;open-new@mail.stv.ru  
Новая Сибирь газета;mail@newsib.net  
Деловой inтерес газета;info@delint.ru  reklama@delint.ru  dir@delint.ru  kvd@rce-perm.ru  perm@ombudsmanbiz.ru  
Thermal Engineering журнал;compmg@maik.ru  customerservice@springer.com  subscriptions@springer.com  teploen@mpei.ru  baranovayy@mpei.ru  
Айболит. Медицина. Здоровье. Жизнь газета;valeriy@chaplygin.lipetsk.ru  
Советская Россия газета;sovross@aha.ru  
Литосфера журнал;lithosphere@igg.uran.ru  ya.andrew808@yandex.ru  
Аптекарь журнал;info@aptekarjournal.com  
Московский комсомолец газета;mk@stnmedia.ru  
Квартирка газета;info@kvko.ru  
Краснодар Magazine журнал;whiteweddress@mail.ru  yury@krasnodar-magazine.ru  info@krasnodar-magazine.ru  valentina.simionel@krasnodar-magazine.ru  yury.vasilchenko@krasnodar-magazine.ru  
Все звезды журнал;nfggroup@yandex.ru  poster@rovesnik.ru  info@rovesnik.ru  
Международный аэропорт Якутск журнал;office@airport-yakutsk.ru  
На земле Оренбургской журнал;zhurnal@mail.ru  akkor56@mail.ru  
Комсомольская правда;kp@kpperm.ru  kp@kp.ru  
Хронометр. Астрахань газета;post@province.ru  aleksandrraleksandrr@rambler.ru  dr.arbigol@yandex.ru  
Электронные компоненты журнал;pozdnyakov@actel.ru  sales@elcp.ru  anton.denisov@ecomp.ru  chau.tran@analog.com  iosifk@narod.ru  
Новости Петербурга газета;reklama@novostispb.ru  info@novostispb.ru  
Товары и услуги журнал;sermn@list.ru  ;
АиФ Прикамье газета;uvb@gorodperm.ru  istoriyadialog@mail.ru  
Рабочий край газета;rk@rk37.ru  911@rk37.ru  alla-rus@bk.ru  
Подмосковная правда газета;mkkprf@mail.ru  
Вечерняя Москва газета;novosti@vmdaily.ru  
Правда УРФО интернет-газета;info@pravdaurfo.ru  
Бизнес и Власть областной деловой журнал;reklama@volbusiness.ru  redaktor@volbusiness.ru  
Contemporary Problems of Ecology журнал;sibeco2012@mail.ru  journal@sibran.ru  sale@sibran.ru  compmg@maik.ru  customerservice@springer.com  
Татарстан журнал;milyaushanb@tatmedia.com  
Женские истории журнал;info@bauermedia.ru  pr@bauermedia.ru  adv@bauermedia.ru  tds@bauermedia.ru  etaran@bauermedia.ru  
Деловая Репутация журнал;info@insodbi.ru  
Добрый день газета;gazetadd@yandex.ru  
Свидетель газета;shreyber_svidetel@mail.ru  svidetel-red@mail.ru  afina200376@list.ru  
Бизнес: Организация Стратегия Системы журнал;alexap@profi-press.ru  nastyas@profi-press.ru  zhukova@profi-press.ru  andrey@profi-press.ru  irina@profi-press.ru  
Строительный вестник журнал;liderpost@mail.ru  
Вести газета;vesti@kamvesti.com  2sovet@mail.ru  anton.voloshin@ooo-avtokam.ru  rayon_sport@mail.ru  
Аргументы и Факты Сахалин-Курилы газета;dobroe@aif.ru  aifzdorovie@aif.ru  event@aif.ru  
Инженерная практика журнал;info@glavteh.ru  dolgopolsky.a@gmail.com  
КГВ издательский дом;contact@vest-news.ru  
Cabines Russie журнал;info@cabines.ru  
Арзамасская правда газета;arz_pravda@mail.ru  
Александро-Невские вести газета;nvsti@mail.ru  nvesti@mail.ru  
Спорт день за днем газета;avasilev@sportsdaily.ru  info2013@sportsdaily.ru  i.zhidkov@sportsdaily.ru  s.bavli@sportsdaily.ru  legkov@sportsdaily.ru  
АМБ-Экспресс журнал для налогоплательщиков;webmaster@amb-express.ru  
Наша Пенза газета;nasha_penza@mail.ru  
Москва За Калужской заставой газета;gazetauzao@mail.ru  
Благовест православная газета;blago91@mail.ru  
РАБОТА в городе газета;info@jobspb.ru  reklama@jobspb.ru  
Вечерняя Казань газета;evening-kaz@ya.ru  
Земля Кстовская рекламно-информационная газета;290384@mail.ru  ya.infozk@yandex.ru  gazeta_zk@mail.ru  support@webrazrabotka.ru  
Районные будни редакция общественно-политической газеты;budni@tularegion.org  rbudni@tularegion.org  ;
Ковровские вести газета;kovesti@mail.ru  
Вестник компьютерных и информационных технологий журнал;vkit@idspektr.ru  kleyzerpe@gmail.com  
Я покупаю журнал;tad@altapress.ru  krasota.yap@altapress.ru  
Гастрономия. Бакалея журнал;ki@my-ki.ru  bulgarconserv@bulgarconserv.com  info@oliverio.ru  gb@my-gb.ru  bion-divnomorsk@yandex.ru  
The White Square Journal журнал;pr@wsjournal.ru  miro.fs@mail.ru  u00a0pr@wsjournal.ru  kseniya@belsquare.ru  copyright@belsquare.ru  
У Белого моря газета;info@iddvina.ru  reklama@iddvina.ru  
Time Out Петербург;webinfo@timeout.ru  
FoodService журнал;foodservice@prph.ru  
Медлайн.ру журнал;medinfo.ru@mail.ru  
Нева литературный журнал;lamont.renome@gmail.com  nevaredaction@mail.ru  office@nevajournal.spb.ru  officeneva@mail.ru  nevaredaction@yandex.ru  
Утро Востока газета;kaliberova@list.ru  
Эском-Вера газета;eskom@komi.ru  m-sizov@mail.ru  eskom@narod.ru  
Требуются срочно газета вакансий;director@tsnnov.ru  
Комсомольская правда газета;kpnn@phkp.ru  kp@kp.ru  
Центр71 газета;jav@tula-pressa.ru  kan@tula-pressa.ru  zk_gea@tula-pressa.ru  kpv@tula-pressa.ru  
Formula Рукоделия журнал;info@formularukodeliya.ru  sa@formularukodeliya.ru  idea@formularukodeliya.ru  do@formularukodeliya.ru  
Сибирь и Я журнал;nagamatovna@mail.ru  
Ключъ газета;kluch2004@mail.ru  rekklama@mail.ru  feozva@yandex.ru  fiamo92@mail.ru  ma.dmitrieva@riamo.ru  
Подметки+ газета;podmetki@rambler.ru  
Celebrities журнал;info@celebrities.ru  
Донской регион журнал;ucit@mail.ru  
Смоленская Торговая Марка газета;gorodnews@gorodnews.ru  
Актуальные вопросы ветеринарной биологии журнал;ivb-zapis@yandex.ru  
Хакасия газета;khakred@mail.ru  gazeta19.site@gmail.com  
Зебра журнал о детях;zebra.tlt@yandex.ru  zebra-tlt@mail.ru  a-soft@bk.ru  december2412@yandex.ru  
Забайкальский Рабочий газета;zabrab2010@yandex.ru  zabrab2010@mail.ru  
Yachting журнал;info@y-m.ru  
Маркет-Пресс рекламно-информационная газета;probest@mail.ru  mpress@mail.ru  
Известия газета;info@iz.ru  reklama@izvestia.ru  hr@iz.ru  feedback@sport-express.ru  sport@sport-express.ru  
Наш край газета;nkrai@mail.ru  
Деловая газета. Юг;vdv@dgazeta.ru  kristina@dgazeta.ru  nv@dgazeta.ru  eugenia@dgazeta.ru  news@dgazeta.ru  
Новый мир журнал;telega1@yandex.ru  sk49@mail.ru  
Выставки Тюменской области журнал;tms72r@gmail.com  expo-72@mail.ru  vip@lifeha.ru  
allCIO интернет-журнал;subscribe@fsmedia.ru  it.news@fsmedia.ru  it.marketing@fsmedia.ru  it.adv@fsmedia.ru  
Орловская правда газета;priemnay@idorel.ru  regionorel@yandex.ru  webmaster@idorel.ru  regionorel@idorel.ru  
Новый Мир Курганская областная общественно-политическая газета;sales@nm45.ru  
Tennis Weekend журнал;medvedeva@tourtennis.ru  info@tennisweekend.ru  ivanov@tennisweekend.ru  suvorova@tourtennis.ru  info@tourtennis.ru  
Пренатальная диагностика журнал;7465070@mail.ru  
Центр Азии газета;antufev
Профессия газета;profreklama@gmail.com  
Тульский Молодой Коммунар областная общественно-политическая газета;reklama@mk.tula.ru  web@mk.tula.ru  
Когалымский Вестник;vestnik@kogalym.wsnet.ru  kogvest@mail.ru  ;
Юрист компании журнал;agureeva@action-media.ru  info@1cont.ru  info@xsud.ru  name@domen.ru  tp@1jur.ru  
Корпоративные финансы журнал;hse@hse.ru  abitur@hse.ru  press@hse.ru  azaichenko@hse.ru  
За кадры газета;pr@tpu.ru  
Wedding Style журнал;svadba73_2@mail.ru  
Startsmile журнал;info@startsmile.ru  gasparova@startsmile.ru  
Токсикологический вестник журнал;alesabaev@yandex.ru  svch-spb@mail.ru  konstausov@yandex.ru  prof_ushkov@mail.ru  mashan_ripr@mail.ru  
Народная газета;info@dra.ru  
ПОЛИТ.РУ интернет-газета;politru.edit1@gmail.com  
Столичный курьер;info@scourier.ru  news@scourier.ru  ;
Наш Брянск.ру интернет-газета;info@nashbryansk.ru  reklama@nashbryansk.ru  
Все для вас газета;mail@vdvanapa.ru  
Сасовская неделя газета;s_nedelya@mail.ru  
Гранд издательский дом;gosnadzorberg@rambler.ru  nw@szap.gosnadzor.ru  nw@gosnadzor.spb.ru  berg-head@narod.ru  bk.rek@bk.ru  
Сельская новь газета;info@rbsmi.ru  help@rbsmi.ru  name@gmail.com  reklamasn@gmail.com  rgsn@ufamts.ru  ;
Technical Physics Letters журнал;tpl@journals.ioffe.ru  compmg@maik.ru  customerservice@springer.com  subscriptions@springer.com  
Столица С газета;it@stolica-s.su  stolica1992@ya.ru  
Пионерская правда газета;info@pionerka.ru  partner@pionerka.ru  reklama@pionerka.ru  news@pionerka.ru  podpiska@pionerka.ru  
Новое сельское хозяйство журнал;info@agrodelo.ru  info@nsh.ru  marina.politova@nsh.ru  iren.zaitseva@nsh.ru  elena.gerasimenko@nsh.ru  
Томикс газета;tomixtelevision@gmail.com  tomiks_market@mail.ru  
Собака.ru журнал о людях;news@sobaka.ru  galina.vanina@gmail.com  lapponia-sib@mail.ru  
Мордовия газета;tv-week
Рабочий путь газета;web@rabochy-put.ru  smolensk@ural-press.ru  sale@rabochy-put.ru  postbox@rabochy-put.ru  publicity@rabochy-put.ru  
Экстра Эрудит газета сканвордов;tz@eruditskan.ru  
Лидер МАПП журнал;leo.kostylev@finndesign.ru  galya@iapp-spb.org  voroshilova@iapp.ru  konstantiniuz@gmail.com  tanya-mapp@iapp-spb.org  
Чувашская хоккейная лига журнал;vitalysuslin@ya.ru  
Лукоморье плюс газета;robot@lplus.ru  
Нижегородские новости газета;nnovosti@sinn.ru  
Орская хроника редакция газеты;hron@email.orgus.ru  
Мегионские новости информационное агентство;megnews@mail.ru ;
Мир Климата журнал;inform@apic.ru  pkaplin@apic.ru  logistics@apic.ru  
Вокруг Света журнал;digital_vokrugsveta@hspub.ru  
Новости Сочи газета;mail@sochi-news.ru  admin@bs-sochi.ru  
Новости Воронежа интернет-газета;pressa36@yandex.ru  
Капитал-Weekly газета;gazeta@zwezda.perm.ru  admin@zwezda.perm.ru
Здоровье & Фитнес журнал;info@vipclinik.com  bocharova@7media.ru  icheva@7media.ru  redaktor@lux-time.ru  bobrova@7media.ru  
Туган як газета;tuganyk@yandex.ru  
Работодатели Уфы газета;shakurova777@mail.ru  sultanova_21@mail.ru  rabota7tatjana@mail.ru  9068903104@mail.ru  director1@rbt.ru  
Сад-огород газета;sad-ogorodd@inbox.ru  helpdesk.support@payanyway.ru  
Альтернатива газета;19vvv80@mail.ru  hr-alternativa@mail.ru  info@5825200.ru  snvs16@mail.ru  z080994@bk.ru  
Русский репортер журнал;reporter@expert.ru  
Дом в деталях журнал;kan@tula-pressa.ru  ;
СТОЛИЦА на Onego.ru интернет-газета;stolica@onego.ru  
Лучшие вакансии Омска газета;ok@ln.skrs.ru  v.uglovskay@pmk-98.ru  ok@zaonsi.ru  kadr5555@yandex.ru  
Цены газета;oncat@yandex.ru  _1433840197@nospam.com  _1433926196@nospam.com  _1433885166@nospam.com  _1435569815@nospam.com  
НОМЕР информационно-развлекательный журнал;nnomer@mail.ru  
Красота без границ журнал;image-show@mail.ru  getmanskaya@mmph-rostov.ru  mamontenochek@mail.ru  anna777.000@mail.ru  image-pr@mail.ru  
Дети разных народов газета;drnkostroma@mail.ru  fondkostroma@mail.ru  minutasporta44@mail.ru  ;
Pro город газета;red@pg52.ru  nn@pg52.ru  pr@pg52.ru  
Радиочастотный спектр журнал;anna.b@ptf.su  igaller@rbc.ru  akhudadyan@rbc.ru  partner@infoforum.ru  com@infoforum.ru  
Марий Эл газета;info@kidsher.ru  pektan@mail.ru  gazeta.mariel@yandex.ru  
Дитя человеческое журнал;info@detfond.org  
Дара.Оренбург издательский дом;daraoren@bk.ru  
Карельский Медведь еженедельная газета;med10@mail.ru  
Югорское детство журнал;u-detstvo@mail.ru  
Ваша газета-Новороссийск газета;vdv_nvrsk@list.ru  suhanov@cbu23.ru  
Репортеръ газета;reporter@newsler.ru  aliren@newsler.ru  
Аналитический банковский журнал;info@abajour.ru  web@abajour.ru  
Маруся журнал;marusia.maruseva@mail.ru  marusia@marusia.ru  ooobumer@yandex.ru  olga-marusia@mail.ru  
Инновации журнал;example@example.com  
GR Sport журнал;info@sportb2b.ru  gff@fitnessexpert.com  ru-office@coswick.com  
Реклама+ТВ газета;reklama_tv@list.ru  fidel15@yandex.ru  kamnevsergey@gmail.com  yasmash@mail.ru  truf-natalya@yandex.ru  
Свадебные хлопоты журнал;svadba_43@mail.ru  info@svadba-43.ru  
the Trendsetter;ts254565@yandex.ru  ;
Классный журнал;class@osp.ru  xpress@osp.ru  kon@osp.ru  lena@osp.ru  antero.taivalsaari@nokia.com  
Экспо-Ювелир журнал;uvelir@expomedia.ru  
Независимая газета;info@ng.ru  
Информ Полис газета;press@infpol.ru  alex@infpol.ru  
Наш Новороссийск газета;mail@n-grc.com  novorosmedia@mail.ru  
Тюменская губерния газета;tumenskaya_guberniya@mail.ru  
Электрические станции журнал;el-stantsii@rambler.ru  el.stantsii@gmail.com  
IT Manager журнал;subscribe@fsmedia.ru  it.news@fsmedia.ru  it.marketing@fsmedia.ru  it.adv@fsmedia.ru  conf@comnews.ru  
Сегодня в Ленинском районе газета;segodnjavlr@mail.ru  
EGOjournal.ru интернет-журнал о моде и красоте;info@egojournal.ru  egojournal@bk.ru  corp@svyatogor72.ru  
Липецкие известия газета;lnrec@mail.ru  
Тайны ХХ века газета;e.ming@p-c.ru  o_kozlova@p-c.ru  
Транспортная безопасность и технологии журнал;info@securitymedia.ru  
Строительные материалы оборудование технологии ХХI века журнал;info@stroymat21.ru  reklama@stroymat21.ru  podpiska@stroymat21.ru  mail@akvatron-bhk.ru  info@alitinform.ru  
Социальная газета;sumkina24@yandex.ru  socio@socgaz.ru  
Деловая перспектива газета;njv@dpcity.ru  
Вперёд общественно-политическая газета;febranch@russkiymir.ru  
Аргументы и Факты газета;vrn_history@mail.ru  turlip48@mail.ru  
МОЙ ДОМ журнал;info@mdom36.ru  
Голос Белогорья общественно-политическая газета;belng@yandex.ru  
Ветеринарная клиника журнал;konsulting@ubvk.ru  vetmarafon@uralbiovet.com  webinar@ubvk.ru  zakaz_knig@ubvk.ru  bio@ubvk.ru  
Моя прекрасная Леди газета;marketing@kpv.ru  
Калининградская антенна журнал;anna05111986@mail.ru  rek_antenna@kp-kaliningrad.ru  
Мое дело. Магазин журнал;depo@prph.ru  
Comnews.ru интернет-газета;info@comnews.ru  
Бизнес курс журнал;bk55@tries55.ru  
Мой налоговый советник газета;ukc120@mail.ru  nalogsovetnik@mail.ru  gou-uic22@yandex.ru  ruk-ra@mail.ru  cons_biysk@mail.ru  
Православное Осколье газета;alnev-sobor@yandex.ru  
АгроКуб журнал;agrokub@mail.ru  
Вестник Мединфо газета;dinamika69@mail.ru  tm_kras@bk.ru  geoff@deconcept.com  
Розничные финансы журнал;info@rfinance.ru  
Земля и жизнь газета;redkor@list.ru  pugachev2008@gmail.com  olga_borona@mail.ru  radooga-buh@mail.ru  hlopkovaya_sovka@mail.ru  
Интеграция Образования журнал;rector@adm.mrsu.ru  andronovvp@rambler.ru  
В Якутске ВЫБОР ЕСТЬ! журнал;vbr14@bk.ru  
О чем говорит Смоленск журнал;press@smolensk-i.ru  smolredaktor@yandex.ru  
Аграрная Россия журнал;info@folium.ru  
Томский Бизнес-журнал;gazeta70tomsk@gmail.com  
Счастье вместе журнал;svadba-sv31@yandex.ru  
Природное ЗемлеДелие газета;support@spbklubpz.ru  koz71@list.ru  marnik.2008@mail.ru  cpztriam@gmail.com  sergei.rumiantsev@yandex.ru  
Курортный Олимп журнал;info@kontipress.ru  sochi@tour-forum.com  ney@konti
Бюллетень Кинопрокатчика журнал;export@periodicals.ru  metro@kinometro.ru  statistics@kinometro.ru  kinoshock2017@gmail.com  indina.maria@gmail.com  
Наш город газета;news@komcity.ru  adver@komcity.ru  dist@komcity.ru  olya_sher@komcity.ru  
Биржа. Всё для всех газета;2022164@mail.ru  
Справочник по недвижимости журнал;my_name@mail.ru  
Туризм: практика проблемы перспективы журнал;ball@tpnews.ru  
Красная бурда юмористический журнал;kaza@s3kaza.ru  ajks06@rambler.ru  redaktor@redburda.ru  otvetsek@redburda.ru  direktor@redburda.ru  
Вечорка газета;g.vechorka@yandex.ru  
Губернский город федеральный журнал;smetanina@ural-press.ru  gubgorod76@gmail.com  
Соседи интернет-газета;info@sosedi-vn.ru  
Мир новостей газета;nai@naipress.ru  
Вестник электроники журнал;editor@vestnikmag.ru  
Эстетическая Медицина журнал;emel@cosmopress.ru  info@cosmopress.ru  blinova@cosmopress.ru  ie@cosmopress.ru  rich@cosmopress.ru  
Держава журнал;politour@gmail.com  
ИД Тамбовский курьер газета;mail@tmbtk.ru  
Первый журнал;kanonykina@yandex.ru  ukolova08@inbox.ru  rubzovatp@yandex.ru  lednad@mail.ru  myakovleva2009@yandex.ru  
Брянская учительская газета;bug-smi@mail.ru  brfok32@yandex.ru  pressa@bryanskobl.ru  
Sibirische Zeitung plus газета;press@nornd.ru  
Зубной техник журнал;design@webing.ru  info@zubtech.ru  
Частная Территория журнал;vlg.alfa@yandex.ru  info@expocrimea.com  
Банзай журнал;pr@banzay.ru  dir@banzay.ru  20sandro@banzay.ru  region@banzay.ru  kargapolova@banzay.ru  
Тюменские известия газета;ti463627@yandex.ru  reklama@t-i.ru  gazeta@t-i.ru  fateev-and@yandex.ru  kiseleva@t-i.ru  
Захаровский вестник газета;zahpressa@mail.ryazan.ru  
Находкинский рабочий газета;gazeta@nr-citynews.ru  reklama@nr-citynews.ru  sobstvennik25.ru@gmail.com  
Футбольный курьер газета;pobeditel_85@mail.ru  ppitomnik_pobeditel@mail.ru  pitomnik_pobeditel@mail.ru  info@volgogradexpo.ru  tasha@volgogradexpo.ru  
Аппаратная косметология журнал;info@cmjournal.ru  hello@domain.ru  
Мир подводной охоты журнал;asterix1@mail.ru  sale@diveshow.ru  ildar_mpo@mail.ru  v.nasledova@yandex.ru  evgenijc@gmail.com  
Институт Стоматологии журнал;institute@instom.ru  
What Hi-Fi? журнал;whathifi@haymarket.com  claire.griffiths@haymarket.com  liz.reid@haymarket.com  nicola.darkin@haymarket.com  icola.darkin@haymarket.com  
Православный Летописец журнал;radio_rusk@mail.ru  
Партнер ЕАЭС журнал;bn.ps.bryansk@gmail.com  laser@vnitep.ru  
Смоленская Газета;gazeta@smolgazeta.ru  vesnasm@yandex.ru  jarwen@mail.ru  reklama@smolgazeta.ru  rvreklama@yandex.ru  
Архитектура и строительство России журнал;asros@mail.ru  
Регион 64 Саратовская областная газета;redaktor@sarnovosti.ru  sog@gazeta64.ru  eborisoava@gazeta64.ru  eborisova@gazeta64.ru  
Учет. Налоги. Право газета;info@gazeta-unp.ru  online@gazeta-unp.ru  
Деловые вести газета;rudakov-vdv@yandex.ru  info@delovesti.ru  
Караван-Медиа-Тюмень газета;info@karavan-r
Профиль журнал;iminakova@idr.ru  ikhokhlova@idr.ru  eproshina@idr.ru  info@idr.ru  profile@idr.ru  
Спектр-Гатчина газета;spectrgatchina@mail.ru  
Глас Народа интернет-газета;glasnarod@mail.ru  
Северный Стиль Мурманский журнал;severstyle51@inbox.ru  ksenia.zubareva@yandex.ru  verona_75_75@mail.ru  
Рейтинг газета;kotlas1@rayting.ru  
Время есть информационно-рекламный журнал;ve-magazine@yandex.ru  info@berestagroup.ru  
Наша жизнь газета;wilgort@mail.ru  bagira217@yandex.ru  and-chuprov@yandex.ru  
Комсомольская правда Ежедневная газета;ermakova@vol-kp.ru  kp@kp.ru  
Эфир газета;info.russia@knaufinsulation.ru  info@perm.itb.ru  gd@parmail.ru  media@t7.ru  efir@t7.ru  
L`Officiel Voyage журнал;rozhman@lofficielvoyage.ru  rozhman@lofficielvoyageru.com  dalevich@lofficielvoyage.ru  dalevich@lofficielvoyageru.com  info@lofficielvoyageru.com  
Дело газета;postbox@sia.ru  
ПрофЯКТ журнал;minobr@sakha.gov.ru  gktz@dzn.sakha.ru  minprof@sakha.gov.ru  mingkx@sakha.gov.ru  minkult@sakha.gov.ru  
Саратовская панорама газета;sarmer@yandex.ru  
Радонеж газета;info@radonezh.ru  info@gymnasia-radonezh.ru  
День города. Нижний Новгород газета;support@dengoroda-nn.ru  
Аргументы и Факты-Вятка газета;chekina.lena@gmail.com  
Системы безопасности журнал;webmaster@groteck.ru  
Караван историй журнал;reklama@7days.ru  vasilevskaya@7days.ru  panfilova@7days.ru  jropot@7days.ru  vegorova@7days.ru  
iHappy рекламно-информационный журнал;info@ihappy.ru  
Агроснаб Черноземья газета;optinform@vmail.ru  red_agrosnab@ukr.net  molpress@mail.ru  
Владимирские Ведомости газета;gazeta@vedom.ru  reklama@vedom.ru  
Золотой червонец журнал;info@watermark.ru  
Москва Инфо газета;info@idmig.ru  
Мой Pro Город газета;pg43app@gmail.com  
Цена Дайджест журнал;info@pinfo.ru  
100ЛИЦа Владимир журнал;glanec@inbox.ru  info@100lic.com  
Дорогое удовольствие журнал;ushakova@dorogoe36.ru  info@dorogoe36.ru  homyakova@dorogoe36.ru  kuznetsova@dorogoe36.ru  paramonova@dorogoe36.ru  
Technical Physics журнал;tp@journals.ioffe.ru  compmg@maik.ru  customerservice@springer.com  subscriptions@springer.com  
Арсенал Отечества информационно-аналитический журнал;info@arsenal-otechestva.ru  
Читай-Теленеделя газета;telenedelia@mail.ru  
Мебельщик Сибири журнал о мебельном бизнесе;woodex@ite-expo.ru  
СотрудниК газета вакансий;gazeta-sotrudnik@mail.ru  ;
Упрямые факты газета;upfa@yandex.ru  
Вечерний Саранск газета;vsar@vsar.ru  vecher@saransk-com.ru  
Сельчанка газета;selchankamaima@mail.ru  ;
Общественное мнение газета;sport-monolit@mail.ru  
S7 журнал;support@in-flight.ru  ;
Ломоносовский районный вестник газета;lmn-reg@lomonosovlo.ru  
Православное слово Сибири газета;mira43@mail.ru  kerpc@bk.ru  
7x7 интернет-журнал;username@gmail.com  komi@7x7-journal.ru  ;
Спортивная панорама Чувашии журнал;myimperia@ya.ru  myimperia@mail.ru  opt@garmonia-dvery.ru  
Сухие строительные смеси журнал;info@stroymat21.ru  mail2u@mail.ru  podpiska@stroymat21.ru  info@odfevents.ru  msk@ingri.ru  
Юг Times газета;info@yugtimes.com  reklama@yugtimes.com  sp@yugtimes.com  
Avtoвестник журнал;avtovestnik21@mail.ru  
Наш путь газета;grushko@pgups.ru  fdp@pgups.ru  profkom@pgups.ru  
В добрые руки газета;vip-reklama@list.ru  
Метро 74 Копейск газета;vkv@polyproekts.ru  sales@polyproekts.ru  kopeysk@polyproekts.ru  kovalsky.a84@mail.ru  butik.18plus@bk.ru  
Областная газета;og@oblgazeta.ru  job@oblgazeta.ru  reklama@oblgazeta.ru  podpiska@oblgazeta.ru  news@oblgazeta.ru  
Вода живая. Санкт-Петербургский церковный вестник журнал;tim_ibif@mail.ru  300lavra@gmail.com  mitropolia.pressa@gmail.com  s.victori.a@yandex.ru  aquaviva.spb@gmail.com  
Ленинская смена газета;lensmen@yandex.ru  cnmvb@mail.ru  fsb_gtnn@mail.ru  official@adm.ssn.nnov.ru  
Кровельные и изоляционные материалы журн
Ставропольские ведомости газета;admin@guberniya.ru  ved-v7@mail.ru  ved-vedomosti@yandex.ru  
Комсомольская правда газета;kp.nsk@phkp.ru  kp@kp.ru  
Литературный ковчег журнал;gazimurra@mail.ru  
Удача-Экспо газета;info@informexpo.ru  
Истоки газета;gaz_istoki@mail.ru  liligalz.62@mail.ru  
Уютный дом журнал;redaktor@dommedia.ru  vn@dommedia.ru  
Янарыш газета;yanarysh@mail.ru  
Казачий Кругъ газета;cossack_circle@livejournal.co
Правила строительства журнал;ps2009@list.ru  mega_irk@bk.ru  svetoch-irk@mail.ru  ved@vedconsult.com  office@vedconsult.com  
Сибирская Католическая Газета;sib-catholic@bk.ru  
Светлые вести газета;zato_svetly@mail.ru  
Вечевой Центр газета;svete@gazeta53.ru  
Вояж Медиа журнал;reklma@voyagemagazine.ru  info@voyagemagazine.ru  am@voyagemagazine.ru  o.che@voyagemagazine.ru  an@voyagemagazine.ru  
ИКС журнал;dim@iksmedia.ru  ak@iksmedia.ru  ashalaginov@json.ru  ashalaginov@gmail.com  leonid.anikin@softlinegroup.com  
Хабаровские вести газета;news@khab-vesti.ru  khabvesty@mail.ru  
Бумажник газета;info@bumazhnik.ru  
Трудовая Тюмень газета;ak_rkrp@mail.ru  
Позиция газета;info@tulaprof.ru  tula_prof@mail.ru  
Полистай журнал;info@omg48.ru  
Доброе утро! газета;gortsarar@yandex.ru  gortsarar@list.ru  gortsvan@mail.ru  ashot.sagratyan@mail.ru  vagan1968@mail.ru  
Лобня газета;gubernator360@360tv.ru  
Коммерсантъ в Перми газета;podpiska@kommersant.ru  academy@kommersant.ru  reklama@kommersant.perm.ru  1401@voronezh.kommersant.ru  dostavka@perm.kommersant.ru  
Большая Волга газета;bvolga2008@rambler.ru  
Аргументы и Факты-Нижний Новгород газета;netdolevke@mail.ru  reklama@aif.nnov.ru  
Последняя Ярмарка газета;t-lodka@mail.ru  ;
Точка опоры деловой журнал;ya.katerina6471@yandex.ru  mega-mozg@list.ru  to@to-inform.ru  info@artfasady.ru  info@shildelectro.ru  
Физика и техника полупроводников журнал;journals@ioffe.ru  
Дворник газета;dvor@dvonik.ru  dvor@dvornik.ru  reklama@dvornik.ru  
The Letters Magazine онлайн-журнал;info@thelettersmagazine.com  school@thelettersmagazine.com  shop@thelettersmagazine.com  event@thelettersmagazine.com  global@thelettersmagazine.com  
Хуторок газета;perfectus_new@mail.ru  
Альтернатива газета;79042734149@yandex.ru  
Всеволожск Городская жизнь информационное издание;5788499@mail.ru  irina.nikolina@mail.ru  
Аграрный форум журнал;agrovopros@mail.ru  mshp@ryazagro.ru  rzgosvet2@yandex.ru  info.russia@basf.com  info@mysite.com  
Дальневосточный Комсомольск редакция газеты;dvkredakcia@gmail.com  
Бердские новости газета;b-new@ngs.ru  
Пано
Пищевая промышленность журнал;pabel2@mail.ru  
Искитимская газета;igazeta@ngs.ru  
Содействие городская еженедельная газета;src_tob@sznto.ru  
Делопроизводство и документооборот на предприятии журнал;public@delo-press.ru  
Биологические мембраны журнал;info@naukaran.ru  info@naukaran.com  
Наш город газета;gazetamuravlenko@mail.ru  omvd89_murav@mvd.ru  
Российская экономика: прогнозы и тенденции журнал;hse@hse.ru  a
Сельская Империя рекламно-информационная газета;89033534064@mail.ru  imperiya2007@mail.ru  83479523275@mail.ru  
Дом идей журнал;domidei.ru@mail.ru  artur3885@mail.ru  gr_andy@mail.ru  
Итоги+ТВ газета;itogitv@mail.ru  
Аргументы недели газета;anonline@argumenti.ru  
Financial Times газета;client.support@ft.com  accessibility@ft.com  letters.editor@ft.com  nlucy.warwick-ching@ft.com  lucy.warwick-ching@ft.com  
Тюменская область сегодня газета;editor@tumentoday.ru  press@tmntd.ru  
